,0,1,2,3,4,5,6,7,8,9,10,11
0,22.0,0.15664930665834553,0.0013609119324788205,0.001445114888809058,0.0015043145972499236,0.0012959772397679288,0.001314976434538715,0.0013656363930335436,0.0012953768640166148,0.001852755939389481,,
0,23.0,5.759595314053187e-06,4.744885795254155e-06,5.089606916636325e-05,3.0067873954340424e-06,2.2835691641455855e-06,2.5312529879223423e-06,2.5204638368329937e-06,1.8622175721071303e-06,1.936770848658855e-06,,
0,24.0,0.003443086117550914,0.003559314284045831,0.0005431744497565091,0.0009058932409143891,0.0006273112188822454,0.0005641265354732148,0.0017426736810647356,0.0008367718026021016,0.0008617787783869664,,
0,25.0,0.00874360169262339,0.008040436913265949,0.0060831920574519905,0.002080812995490311,0.0023785963884699057,0.002931859229191618,0.003544485085595089,0.004060493882050882,0.004901343669486521,,
0,26.0,0.0104278714470096,0.01263151752968562,0.013151784302389936,0.012942369957423795,0.011400420212823453,0.005959573369174197,0.0044123510282323255,0.004411368647201408,0.004582485348561787,,
0,27.0,0.005545057873130276,0.005800947782679537,0.002953013289631638,0.005536879818732349,0.004380771372128006,0.010571698092946967,0.011259239588989386,0.015029027938496742,0.012921174338198857,,
0,28.0,0.1264298833224639,0.1262725019295137,0.12689960386902538,0.12851263968412419,0.14658519319311514,0.15953238187139387,0.12313825531373752,0.13287949148706987,0.15503459380048776,,
0,29.0,0.038951592614035475,0.04254637934284497,0.03911539825778196,0.03701802825580335,0.03443347772125604,0.03262374652736156,0.031158339109889365,0.034470492050216926,0.018589069471544872,,
0,30.0,0.0023375765699413117,0.0020368748754385426,0.004925174718734875,0.004532625673231558,0.004332490837855637,0.004261707913455408,0.00434347116924372,0.004202878766463994,0.003822078145428629,,
0,31.0,0.06083680791093899,0.0014506594775786047,0.0014622215378054574,0.0020805309100755264,0.001440085577104277,0.0019063807249764379,0.000604833912531596,0.0005696400316626536,0.001355840488339885,,
0,32.0,0.04658123070589032,0.09728146750873184,0.07918103101903656,0.07715283407781305,0.07384831316377087,0.07502620460674704,0.07895792457798317,0.07588640201468605,0.10225275182841148,,
0,33.0,0.013143255422957714,0.01199476750981899,0.012848242616244383,0.0131913533089654,0.014062739843367745,0.012935681772712128,0.007068365737310981,0.00779775056364963,0.008416365218274137,,
0,34.0,0.004035737599799654,0.003697763590705946,0.0033642070107948348,0.0037095013519064498,0.003459098707338392,0.0035854114839128422,0.0033101089835741483,0.0030493262459790273,0.0035210540371921504,,
0,35.0,0.041674142548360785,0.0023301131234629204,0.0010654567336765876,0.0010942368094260333,0.001192173273104084,0.0010270224045451225,0.0013427668726919628,0.0015006944180586475,0.0016373073569816085,,
0,36.0,0.0011125905804243949,0.0013264559671974066,0.0014040639454602232,0.0009185802344915295,0.0005941141948084442,0.0006640381838499386,0.0007975279745383009,0.0010586343754102783,0.001283208693475389,,
0,37.0,0.05172752199060928,0.06250729898782724,0.035348076677717694,0.03466089958846612,0.015727516282148205,0.014934415256856851,0.0139857873012617,0.013475738287939097,0.014753483955264367,,
0,38.0,8.023712333115079e-07,6.516076304690064e-07,7.148136060964997e-07,6.757566476045652e-07,7.564326328391964e-07,6.850789794324589e-07,4.4744947887668457e-07,4.5192619207064377e-07,1.5041292437154256e-06,,
0,39.0,0.005964361803129537,0.00596044652048547,0.005644399651418262,0.0037420910419303324,0.003369951900520584,0.004598372363107064,0.005049949241593119,0.005151733088522754,0.004484254914691018,0.004127345668616982,0.002802941891023298
0,40.0,0.334704732828215,0.06645575200217227,0.0443624287367402,0.012363063874097583,0.011349021350427022,0.01223951059112639,0.012445777776720745,0.024724809966280174,0.01769893908121411,,
0,41.0,0.00035845911331978465,0.00039806519042321004,0.0005238698656965402,0.0006166504742066598,0.0012122259922573262,0.0007988156652619649,0.0008755180623834789,0.0009274599371560609,0.0010075523498651437,,
0,42.0,0.0023372108765155426,0.0014020564639525735,0.003288348579917141,0.0014427483598073493,0.0018314018178467247,0.0018697462743934514,0.0026250353478031547,0.0020788459935176767,0.001856417253248132,,
0,43.0,0.7768510522953176,0.7484046377335839,0.3122381972326425,0.3124760158152611,0.31447803799151874,0.2405004993933737,0.005254438587805099,0.0032152224897623706,0.002822761915276756,,
0,44.0,2.767256654129228e-06,9.364818404306506e-07,9.305110642866285e-07,1.0044960508411208e-06,9.30337033294622e-07,1.0621110155445958e-06,9.944021378607318e-07,1.1364217171368112e-06,9.491473802352265e-07,,
0,45.0,0.0004675082385092892,0.00033961120424760155,0.00022387775854051877,0.000349240177834292,0.00016762622088404324,0.00021606091940870736,0.00045134394200991787,0.00013598921035656565,0.0001443464366633087,,
0,46.0,0.008406388829150784,0.00404704752730172,0.0026956376077370285,0.0026661677035800754,0.0025064349535162756,0.002660635776481888,0.002812270636000184,0.0027440503755086047,0.0024407440283925825,,
0,47.0,2.6712785163574163e-06,1.105762466583667e-06,1.0312553485305842e-06,1.3103361962179886e-06,1.0877244347402114e-06,9.270104036630632e-07,8.273240665171863e-07,8.348659356271835e-07,1.5006076393198125e-06,,
0,48.0,0.0076428624885434004,0.00691484597811106,0.007431321748816642,0.0062994871970465955,0.006145549508355854,0.005736887834711128,0.005022794728451517,0.005235635722021343,0.003778744932985564,,
0,49.0,0.0009222360411808767,0.00038243649388520497,0.00038706104060085456,0.0006254911196246814,0.0005125067604802184,0.00039006679650662043,0.0005663551924408712,0.00043529024250111453,0.0003269009395852836,,
0,50.0,0.0007633242040433612,0.0006682811706016521,0.0005202858488747534,0.0008442912715733189,0.0008726717713113152,0.000573795211390255,0.00042911946587226757,0.0003530530704752055,0.0003705745989086666,,
0,51.0,0.005248092225428004,0.005267720479477584,0.005964693543107286,0.006438050453145869,0.008241613015738718,0.011158781525029384,0.011429903731064022,0.009652865271720854,0.012355472881673758,,
0,52.0,0.18953648022967773,0.18701518643437975,0.19992774382372386,0.2074628632474699,0.1918867270477993,0.19486452442120514,0.12180878379383227,0.10480233083907842,0.0767450221123969,,
0,53.0,0.0011380676086331872,0.0011431911264284847,0.0010929136217175564,0.0008561983263276356,0.000916298930655862,0.0010991513245540048,0.000939881905870013,0.000673735432595712,0.0006258220543043989,,
0,54.0,0.26540626491078473,0.12495619106731456,0.014709264589294904,0.011291299837539737,0.007872278621634686,0.005842541537721537,0.0037179372331136006,0.0036365300523438972,0.0026204241854780414,,
0,55.0,0.0871777493059556,0.14214928315909625,0.13360721049107727,0.13022932335926835,0.13083879741747997,0.13115558537255123,0.1313183589017714,0.11790038430729821,0.1276749795086615,,
0,56.0,0.08743510241195938,0.04964965582301589,0.0023173742618382955,0.08307964372030523,0.0677008131790046,0.06755367586457961,0.06737102186310674,0.07203571894753352,0.07681669439846636,,
0,57.0,0.002725779400257559,0.002730146419087967,0.002833218872396414,0.0030740063602786283,0.003131041674724532,0.0026191135594736225,0.0025305222639807395,0.002460225511640496,0.0026724890681768696,,
0,58.0,0.12672503036494953,0.007964116533460266,0.0011652926703684804,0.0070088403570404585,0.005416118552625207,0.0037947857815801168,0.002973925011917413,0.002169446299380902,0.0012930662845848785,,
